TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,ColeenBoyer,WriteIn
Totals,1401,66,4%,57,1,Tyrone Township Precinct 2,1401,66,4%,57,1
Tyrone Township Precinct 2,1401,66,4%,57,1
