TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,ConsueloRoseMorris,HelenSands,WriteIn
Totals,1401,66,4%,21,27,13,Tyrone Township Precinct 2,1401,66,4%,21,27,13
Tyrone Township Precinct 2,1401,66,4%,21,27,13
