TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,KennethW.Frary,WriteIn
Totals,1401,66,4%,48,5,Tyrone Township Precinct 2,1401,66,4%,48,5
Tyrone Township Precinct 2,1401,66,4%,48,5
