TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,JillM.Krikke,WriteIn
Totals,1401,362,25%,275,62,Tyrone Township  Precinct 2,1401,362,25%,275,62
Tyrone Township  Precinct 2,1401,362,25%,275,62
