TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,PamelaConley,ShandellNapieralski,ReneeRace,WriteIn
Totals,2310,1087,47%,545,304,558,15,Cedar Springs Precinct 1,2310,1087,47%,545,304,558,15
Cedar Springs Precinct 1,2310,1087,47%,545,304,558,15
