TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,DebraForth,WriteIn
Totals,1401,362,25%,287,13,Tyrone Township  Precinct 2,1401,362,25%,287,13
Tyrone Township  Precinct 2,1401,362,25%,287,13
