TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,NyhaFrench,WriteIn
Totals,2306,191,8%,105,48,Nelson Township  Precinct 1,2306,191,8%,105,48
Nelson Township  Precinct 1,2306,191,8%,105,48
