TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,"SharonRasmussen (REP)
Fase
",WriteIn
Totals,2952,1803,61%,1308,57,Spencer Township Precinct 1,2952,1803,61%,1308,57
Spencer Township Precinct 1,2952,1803,61%,1308,57
