TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,MarciaHelton,WriteIn
Totals,2306,191,8%,152,37,Nelson Township  Precinct 1,2306,191,8%,152,37
Nelson Township  Precinct 1,2306,191,8%,152,37
