TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,SteveBuckner,MaryJ.Portell,WriteIn
Totals,1401,362,25%,117,229,1,Tyrone Township  Precinct 2,1401,362,25%,117,229,1
Tyrone Township  Precinct 2,1401,362,25%,117,229,1
