TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,Yes,No
Totals,2952,148,5%,72,69,Spencer Township  Precinct 1,2952,148,5%,72,69
Spencer Township  Precinct 1,2952,148,5%,72,69
