TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,JenniferSchwandt,WriteIn
Totals,2952,148,5%,108,1,Spencer Township  Precinct 1,2952,148,5%,108,1
Spencer Township  Precinct 1,2952,148,5%,108,1
