TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,JenniferLindsey,JeanSoest,WriteIn
Totals,1133,758,66%,547,403,126,Caledonia Township Precinct 1,1133,758,66%,547,403,126
Caledonia Township Precinct 1,1133,758,66%,547,403,126
