TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,JohnPetruska,BertRose,WriteIn
Totals,1401,362,25%,148,199,0,Tyrone Township  Precinct 2,1401,362,25%,148,199,0
Tyrone Township  Precinct 2,1401,362,25%,148,199,0
