TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,EdwardJ.Jonaitis,JeffKurtze,MichaelJ.Roberts,MelissaA.Stevens,WriteIn
Totals,2952,148,5%,42,41,43,62,4,Spencer Township  Precinct 1,2952,148,5%,42,41,43,62,4
Spencer Township  Precinct 1,2952,148,5%,42,41,43,62,4
