TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,Yes,No
Totals,2310,1087,47%,524,505,Cedar Springs Precinct 1,2310,1087,47%,524,505
Cedar Springs Precinct 1,2310,1087,47%,524,505
