TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,ToddGrinage,WriteIn
Totals,1133,758,66%,543,23,Caledonia Township Precinct 1,1133,758,66%,543,23
Caledonia Township Precinct 1,1133,758,66%,543,23
