TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,AshleyScudder,WriteIn
Totals,1401,66,4%,56,0,Tyrone Township Precinct 2,1401,66,4%,56,0
Tyrone Township Precinct 2,1401,66,4%,56,0
