TOTALS: 1 of 1 Precincts ,RegisteredVoters,BallotsCast,Turnout,JanelHott,ToniOrdway,PeteZondervan,WriteIn
Totals,2372,5,0%,3,2,4,0,Byron Township  Precinct 5,2372,5,0%,3,2,4,0
Byron Township  Precinct 5,2372,5,0%,3,2,4,0
